 1971/01 358.02           0            0
 1971/02 357.55        -5.64           0
 1971/03 357.52        -0.36           0
 1971/04 357.50        -0.24           0
 1971/05 357.41        -1.08           0
 1971/06 357.41         0.00           0
 1971/07 357.40        -0.12           0
 1971/08 355.78       -19.44           0
 1971/09 338.02      -213.12           0
 1971/10 331.11       -82.92           0
 1971/11 328.75       -28.32           0
 1971/12 320.07      -104.16           0
 1972/01 312.72       -88.20       -45.30
 1972/02 305.19       -90.36       -52.36
 1972/03 302.54       -31.80       -54.98
 1972/04 303.56        12.24       -53.94
 1972/05 304.38         9.84       -53.03
 1972/06 302.41       -23.64       -55.00
 1972/07 301.03       -16.56       -56.37
 1972/08 301.16         1.56       -54.62
 1972/09 301.12        -0.48       -36.90
 1972/10 301.01        -1.32       -30.10
 1972/11 300.99        -0.24       -27.76
 1972/12 301.24         3.00       -18.83
 1973/01 301.79         6.60       -10.93
 1973/02 278.42      -280.44       -26.77
 1973/03 261.90      -198.24       -40.64
 1973/04 265.49        43.08       -38.07
 1973/05 264.65       -10.08       -39.73
 1973/06 264.50        -1.80       -37.91
 1973/07 264.55         0.60       -36.48
 1973/08 265.22         8.04       -35.94
 1973/09 265.47         3.00       -35.65
 1973/10 266.33        10.32       -34.68
 1973/11 278.26       143.16       -22.73
 1973/12 280.18        23.04       -21.06
 1974/01 298.13       215.40        -3.66
 1974/02 291.09       -84.48        12.67
 1974/03 282.16      -107.16        20.26
 1974/04 277.77       -52.68        12.28
 1974/05 278.97        14.40        14.32
 1974/06 282.97        48.00        18.47
 1974/07 290.98        96.12        26.43
 1974/08 302.28       135.60        37.06
 1974/09 299.08       -38.40        33.61
 1974/10 299.36         3.36        33.03
 1974/11 300.08         8.64        21.82
 1974/12 300.41         3.96        20.23
 1975/01 299.68        -8.76         1.55
 1975/02 291.66       -96.24         0.57
 1975/03 287.95       -44.52         5.79
 1975/04 292.20        51.00        14.43
 1975/05 291.43        -9.24        12.46
 1975/06 293.47        24.48        10.50
 1975/07 296.37        34.80         5.39
 1975/08 297.98        19.32        -4.30
 1975/09 299.91        23.16         0.83
 1975/10 302.34        29.16         2.98
 1975/11 302.55         2.52         2.47
 1975/12 305.67        37.44         5.26
 1976/01 304.64       -12.36         4.96
 1976/02 301.59       -36.60         9.93
 1976/03 300.52       -12.84        12.57
 1976/04 299.11       -16.92         6.91
 1976/05 299.00        -1.32         7.57
 1976/06 299.19         2.28         5.72
 1976/07 294.64       -54.60        -1.73
 1976/08 290.63       -48.12        -7.35
 1976/09 287.36       -39.24       -12.55
 1976/10 291.19        45.96       -11.15
 1976/11 295.17        47.76        -7.38
 1976/12 294.70        -5.64       -10.97
 1977/01 291.05       -43.80       -13.59
 1977/02 285.02       -72.36       -16.57
 1977/03 280.23       -57.48       -20.29
 1977/04 275.21       -60.24       -23.90
 1977/05 277.43        26.64       -21.57
 1977/06 272.86       -54.84       -26.33
 1977/07 264.86       -96.00       -29.78
 1977/08 266.68        21.84       -23.95
 1977/09 266.77         1.08       -20.59
 1977/10 254.74      -144.36       -36.45
 1977/11 244.70      -120.48       -50.47
 1977/12 241.02       -44.16       -53.68
 1978/01 241.08         0.72       -49.97
 1978/02 240.37        -8.52       -44.65
 1978/03 231.86      -102.12       -48.37
 1978/04 221.86      -120.00       -53.35
 1978/05 226.18        51.84       -51.25
 1978/06 214.11      -144.84       -58.75
 1978/07 199.70      -172.92       -65.16
 1978/08 188.71      -131.88       -77.97
 1978/09 189.92        14.52       -76.85
 1978/10 183.63       -75.48       -71.11
 1978/11 192.14       102.12       -52.56
 1978/12 195.96        45.84       -45.06
 1979/01 197.76        21.60       -43.32
 1979/02 200.51        33.00       -39.86
 1979/03 206.32        69.72       -25.54
 1979/04 216.29       119.64        -5.57
 1979/05 218.41        25.44        -7.77
 1979/06 218.60         2.28         4.49
 1979/07 216.51       -25.08        16.81
 1979/08 217.93        17.04        29.22
 1979/09 222.41        53.76        32.49
 1979/10 230.48        96.84        46.85
 1979/11 244.98       174.00        52.84
 1979/12 240.37       -55.32        44.41
 1980/01 237.89       -29.76        40.13
 1980/02 244.35        77.52        43.84
 1980/03 248.48        49.56        42.16
 1980/04 250.28        21.60        33.99
 1980/05 228.63      -259.80        10.22
 1980/06 217.92      -128.52        -0.68
